No.,Scan List Name,Scan Channel Member,Scan Channel Member RX Frequency,Scan Channel Member TX Frequency,Scan Mode,Priority Channel Select,Priority Channel 1,Priority Channel 1 RX Frequency,Priority Channel 1 TX Frequency,Priority Channel 2,Priority Channel 2 RX Frequency,Priority Channel 2 TX Frequency,Revert Channel,Look Back Time A[s],Look Back Time B[s],Dropout Delay Time[s],Dwell Time[s]
1,AARG,BEU AARG|BEV AARG|BKH AARG|LIT AARG|LTL AARG|WIT AARG|WSP AARG,433.225|145.39|443.125|443.8|444.2312|444.2312|442.575,438.225|144.79|448.125|448.8|449.2312|449.2312|447.575,Off,Off,,,Off,,,Selected,0.5,0.5,0.1,0.1,
