No.,Zone Name,Zone Channel Member,Zone Channel Member RX Frequency,Zone Channel Member TX Frequency,A Channel,A Channel RX Frequency,A Channel TX Frequency,B Channel,B Channel RX Frequency,B Channel TX Frequency,Zone Hide
1,Name,AD9B.MIN TS1|AD9B.MIN TS2|KA0KMJ.BRO TS1|KA0KMJ.BRO TS2|KC0NPA.WES TS1|KC0NPA.WES TS2|N0BVE.BUR TS1|N0BVE.BUR TS2|N0BVE.RIV TS1|N0BVE.RIV TS2|N0DZQ.WIT TS1|N0DZQ.WIT TS2|N0NKI.BLO TS1|N0NKI.BLO TS2|N0NKI.ANO TS1|N0NKI.ANO TS2|N0NKI-mt.MIN TS1|N0NKI-mt.MIN TS2|NH7CY.WES TS1|NH7CY.WES TS2|WA0CQG-B.BLO TS1|WA0CQG-B.BLO TS2,927.9875|927.9875|442.8500|442.8500|4.4255|4.4255|443.1250|443.1250|442.6500|442.6500|444.2312|444.2312|443.1000|443.1000|442.1062|442.1062|443.3000|443.3000|927.9000|927.9000|442.1500|442.1500,902.9875|902.9875|447.8500|447.8500|4.4255|4.4255|448.1250|448.1250|447.6500|447.6500|449.2312|449.2312|448.1000|448.1000|447.1062|447.1062|448.3000|448.3000|902.9000|902.9000|447.1500|447.1500,AD9B.MIN TS1,927.9875,902.9875,AD9B.MIN TS1,927.9875,902.9875,0
